datetime,open,high,low,close,volume
2024-09-27 15:59:00,260.38,260.6799,260.22,260.465,722627.0
2024-09-27 15:58:00,260.37,260.41,260.26001,260.375,263080.0
2024-09-27 15:57:00,260.40991,260.45999,260.19,260.39499,166813.0
2024-09-27 15:56:00,260.1738,260.41,260.14999,260.39001,164460.0
2024-09-27 15:55:00,260.42999,260.4686,259.89999,260.17001,214053.0
2024-09-27 15:54:00,260.06,260.60999,259.87469,260.45999,487327.0
2024-09-27 15:53:00,259.94,260.09,259.815,260.07001,185269.0
2024-09-27 15:52:00,260.315,260.32001,259.85001,259.95001,254227.0
2024-09-27 15:51:00,260.13,260.41779,260.10001,260.32001,172333.0
2024-09-27 15:50:00,260.29999,260.39001,260.07339,260.1301,197120.0
2024-09-27 15:49:00,260.39499,260.41,260.28,260.29361,114363.0
2024-09-27 15:48:00,260.47,260.47949,260.32999,260.39499,126775.0
2024-09-27 15:47:00,260.34991,260.47,260.3201,260.4592,97707.0
2024-09-27 15:46:00,260.28,260.49438,260.23999,260.34,162249.0
2024-09-27 15:45:00,260.285,260.39001,260.23001,260.29501,98075.0
2024-09-27 15:44:00,260.20999,260.38831,260.14999,260.2894,91494.0
2024-09-27 15:43:00,260.16,260.29001,260.07431,260.2001,105940.0
2024-09-27 15:42:00,260.125,260.22,260.01999,260.1601,104969.0
2024-09-27 15:41:00,260.01999,260.1799,259.91,260.1196,109626.0
2024-09-27 15:40:00,260.10001,260.14999,259.91101,260.0,149671.0
2024-09-27 15:39:00,260.29999,260.32001,260.01999,260.10001,132371.0
2024-09-27 15:38:00,260.29999,260.41,260.22,260.26251,77852.0
2024-09-27 15:37:00,260.31009,260.42999,260.22,260.31,99023.0
2024-09-27 15:36:00,260.375,260.375,260.17999,260.32999,173853.0
2024-09-27 15:35:00,260.35999,260.57001,260.30011,260.37299,129812.0
2024-09-27 15:34:00,260.37,260.45001,260.29001,260.3605,95775.0
2024-09-27 15:33:00,260.47141,260.5,260.31,260.35501,123242.0
2024-09-27 15:32:00,260.23001,260.5,260.17999,260.45001,149481.0
