datetime,open,high,low,close,volume
2024-01-02 09:00:00,90.0,90.67,88.8,89.59,1201622
2024-01-02 10:00:00,89.55,89.8,88.7972,89.45,626874
2024-01-02 11:00:00,89.43,89.7,89.065,89.6805,439366
2024-01-02 12:00:00,89.64,90.08,88.92,89.11,440129
2024-01-02 13:00:00,89.13,89.56,88.29,89.0114,441923
2024-01-02 14:00:00,88.99,89.0,88.12,88.655,373900
2024-01-02 15:00:00,88.655,89.03,88.45,88.99,560142
2024-01-03 09:00:00,87.61,88.39,86.18,86.3506,1078705
2024-01-03 10:00:00,86.335,86.93,85.87,86.79,777568
2024-01-03 11:00:00,86.77,87.07,86.1,86.47,487571
2024-01-03 12:00:00,86.445,87.83,86.445,87.082,640202
2024-01-03 13:00:00,87.07,87.16,86.08,87.11,426187
2024-01-03 14:00:00,87.13,87.34,86.28,86.469,428155
2024-01-03 15:00:00,86.47,86.797,86.27,86.61,570013
2024-01-04 09:00:00,86.79,87.8974,85.71,87.84,1035315
2024-01-04 10:00:00,87.8108,89.36,87.8,89.11,970279
2024-01-04 11:00:00,89.13,89.61,88.71,89.5,917647
2024-01-04 12:00:00,89.51,89.79,88.0939,88.32,576198
2024-01-04 13:00:00,88.285,88.7899,87.8501,88.0,379974
2024-01-04 14:00:00,87.96,88.44,87.64,88.44,473511
2024-01-04 15:00:00,88.4247,88.73,87.84,87.91,614884
2024-01-05 09:00:00,87.0,88.9999,86.69,88.56,755395
2024-01-05 10:00:00,88.58,90.315,88.49,89.315,875084
2024-01-05 11:00:00,89.315,89.82,88.71,89.645,543933
2024-01-05 12:00:00,89.64,90.4,89.1801,89.61,552866
2024-01-05 13:00:00,89.59,91.02,89.59,90.065,784287
2024-01-05 14:00:00,90.06,90.27,89.1,89.305,538484
2024-01-05 15:00:00,89.32,89.54,89.05,89.29,615606
2024-01-08 09:00:00,89.86,94.68,89.86,93.61,2043866
2024-01-08 10:00:00,93.66,94.9,92.73,93.96,1291077
2024-01-08 11:00:00,93.97,94.27,93.5,93.58,595416
2024-01-08 12:00:00,93.61,94.51,93.61,94.13,545353
2024-01-08 13:00:00,94.14,94.64,93.88,94.12,530968
2024-01-08 14:00:00,94.12,94.45,93.31,93.4629,587394
2024-01-08 15:00:00,93.47,94.03,93.18,93.96,970429
2024-01-09 09:00:00,92.38,93.39,90.355,91.52,1514801
2024-01-09 10:00:00,91.58,93.17,91.56,92.4199,719939
2024-01-09 11:00:00,92.43,92.9499,92.04,92.09,384414
2024-01-09 12:00:00,92.1,93.4499,91.91,92.49,499785
2024-01-09 13:00:00,92.45,92.9,92.13,92.365,312353
2024-01-09 14:00:00,92.37,92.7,92.03,92.1,350966
2024-01-09 15:00:00,92.125,92.13,91.505,91.58,689729
2024-01-10 09:00:00,91.59,91.64,88.4,89.53,1504290
2024-01-10 10:00:00,89.49,91.38,89.34,90.51,910884
2024-01-10 11:00:00,90.5,90.6499,89.7,90.005,581420
2024-01-10 12:00:00,90.0499,90.5299,89.75,90.12,433433
2024-01-10 13:00:00,90.12,91.02,90.05,90.315,436499
2024-01-10 14:00:00,90.3349,90.5,89.4201,89.63,554307
2024-01-10 15:00:00,89.6,89.8,89.06,89.68,688244
2024-01-11 09:00:00,89.26,89.9999,85.95,86.61,2137596
2024-01-11 10:00:00,86.61,87.28,85.63,85.66,984582
2024-01-11 11:00:00,85.65,87.0397,85.57,86.65,859458
2024-01-11 12:00:00,86.6501,87.22,86.47,86.85,637285
2024-01-11 13:00:00,86.86,87.23,86.58,87.0507,471302
2024-01-11 14:00:00,87.0793,87.08,86.46,86.8,703792
2024-01-11 15:00:00,86.8287,87.055,86.54,86.66,655373
2024-01-12 09:00:00,86.44,87.35,85.25,86.05,1614786
2024-01-12 10:00:00,86.07,86.58,85.51,86.02,529135
2024-01-12 11:00:00,86.0,86.5,85.8,86.4653,333998
2024-01-12 12:00:00,86.46,86.8,86.31,86.44,394347
2024-01-12 13:00:00,86.45,86.88,86.2203,86.475,398020
2024-01-12 14:00:00,86.46,86.5299,85.9801,86.225,404662
2024-01-12 15:00:00,86.24,86.54,85.98,86.05,789224
2024-01-16 09:00:00,85.89,86.78,84.27,86.75,1272304
2024-01-16 10:00:00,86.75,87.15,85.05,85.0785,658640
2024-01-16 11:00:00,85.11,85.45,84.6301,84.8,368361
2024-01-16 12:00:00,84.82,85.12,84.44,84.74,445397
2024-01-16 13:00:00,84.775,85.0,84.27,84.285,458164
2024-01-16 14:00:00,84.28,85.02,84.23,84.75,524334
2024-01-16 15:00:00,84.76,84.83,84.34,84.79,537750
2024-01-17 09:00:00,83.23,83.7789,81.8,82.735,1030301
2024-01-17 10:00:00,82.7,83.23,82.25,82.96,519035
2024-01-17 11:00:00,82.963,83.1749,82.58,82.66,405241
2024-01-17 12:00:00,82.62,82.73,82.05,82.22,459442
2024-01-17 13:00:00,82.185,82.43,81.9,82.4,485511
2024-01-17 14:00:00,82.42,83.36,82.4,83.23,553279
2024-01-17 15:00:00,83.22,84.04,83.19,84.0,632253
2024-01-18 09:00:00,85.07,85.26,82.81,83.9,1040168
2024-01-18 10:00:00,83.9,84.55,83.34,84.25,722764
2024-01-18 11:00:00,84.26,84.34,83.09,83.35,499575
2024-01-18 12:00:00,83.37,83.4079,82.45,82.5875,439165
2024-01-18 13:00:00,82.57,83.41,82.49,83.37,391604
2024-01-18 14:00:00,83.38,84.005,83.3301,83.94,441221
2024-01-18 15:00:00,83.945,84.06,83.6399,84.05,490328
2024-01-19 09:00:00,85.77,86.1,84.2322,84.72,1631447
2024-01-19 10:00:00,84.69,84.99,83.9,84.2006,746491
2024-01-19 11:00:00,84.19,84.5999,83.6006,84.45,497736
2024-01-19 12:00:00,84.44,85.16,84.29,85.1,483306
2024-01-19 13:00:00,85.1,86.12,84.89,86.1,694309
2024-01-19 14:00:00,86.1,86.8,85.8713,86.602,680173
2024-01-19 15:00:00,86.61,87.1,86.5301,87.08,837428
2024-01-22 09:00:00,88.03,91.56,86.665,90.9699,1815441
2024-01-22 10:00:00,90.91,91.0,89.3,89.38,1123347
2024-01-22 11:00:00,89.381,89.4799,88.7901,89.41,548481
2024-01-22 12:00:00,89.39,89.52,87.93,87.95,621215
2024-01-22 13:00:00,87.94,88.745,87.88,88.15,467254
2024-01-22 14:00:00,88.15,89.3099,87.99,89.275,490559
2024-01-22 15:00:00,89.3,89.565,88.42,88.47,666403
2024-01-23 09:00:00,89.95,90.6499,88.8,90.05,1086205
2024-01-23 10:00:00,90.05,90.1415,88.82,89.16,771362
2024-01-23 11:00:00,89.1899,89.2692,88.56,89.05,512212
2024-01-23 12:00:00,89.02,89.34,88.7102,89.23,384581
2024-01-23 13:00:00,89.23,89.68,89.02,89.66,470001
2024-01-23 14:00:00,89.6053,90.8,89.585,90.65,681469
2024-01-23 15:00:00,90.65,90.99,90.35,90.98,903934
2024-01-24 09:00:00,93.26,94.7576,90.3616,91.7704,2251093
2024-01-24 10:00:00,91.825,92.61,91.275,91.57,930795
2024-01-24 11:00:00,91.55,91.64,90.8601,91.18,536044
2024-01-24 12:00:00,91.1781,91.59,90.1,90.31,634372
2024-01-24 13:00:00,90.33,90.3727,88.6301,88.81,726878
2024-01-24 14:00:00,88.825,89.31,88.75,88.95,514768
2024-01-24 15:00:00,88.92,88.92,88.1722,88.21,688328
2024-01-25 09:00:00,88.635,90.96,87.95,88.77,1061735
2024-01-25 10:00:00,88.75,90.0299,88.368,89.98,606338
2024-01-25 11:00:00,89.97,90.27,88.8701,89.175,513431
2024-01-25 12:00:00,89.1699,89.5298,88.6801,88.97,324887
2024-01-25 13:00:00,88.98,89.25,87.9638,88.27,462164
2024-01-25 14:00:00,88.28,88.66,88.13,88.54,410722
2024-01-25 15:00:00,88.54,89.02,88.5,88.82,453487
2024-01-26 09:00:00,89.53,91.585,88.61,89.602,1122235
2024-01-26 10:00:00,89.5817,90.2858,89.36,89.56,410945
2024-01-26 11:00:00,89.58,89.98,89.15,89.65,254279
2024-01-26 12:00:00,89.65,89.65,89.06,89.55,255576
2024-01-26 13:00:00,89.57,89.65,89.04,89.44,240181
2024-01-26 14:00:00,89.3904,89.62,88.91,88.92,312465
2024-01-26 15:00:00,88.91,89.04,88.55,88.99,519912
2024-01-29 09:00:00,89.16,91.54,89.0,90.38,931703
2024-01-29 10:00:00,90.45,90.8503,89.9,90.3995,542034
2024-01-29 11:00:00,90.3701,90.65,89.58,90.1899,357066
2024-01-29 12:00:00,90.2,90.54,90.0,90.275,240954
2024-01-29 13:00:00,90.29,91.86,90.21,91.77,550530
2024-01-29 14:00:00,91.78,93.04,91.27,92.975,713319
2024-01-29 15:00:00,93.0,93.33,92.57,93.29,900477
2024-01-30 09:00:00,92.4,92.62,90.43,91.07,989006
2024-01-30 10:00:00,91.0669,91.37,90.71,91.205,381666
2024-01-30 11:00:00,91.1985,91.71,90.26,90.398,414913
2024-01-30 12:00:00,90.34,90.5,89.87,90.43,349471
2024-01-30 13:00:00,90.46,90.665,90.07,90.29,332403
2024-01-30 14:00:00,90.28,90.75,90.2535,90.6772,428806
2024-01-30 15:00:00,90.69,91.0609,90.49,90.92,667252
2024-02-01 09:00:00,88.8,90.3899,88.2,89.08,638462
2024-02-01 10:00:00,89.085,89.1442,87.2205,87.415,445054
2024-02-01 11:00:00,87.425,88.73,87.425,88.37,436492
2024-02-01 12:00:00,88.39,89.4399,88.21,89.3,381866
2024-02-01 13:00:00,89.3,89.47,88.865,88.98,217848
2024-02-01 14:00:00,88.96,89.33,88.65,88.765,224213
2024-02-01 15:00:00,88.79,88.97,88.39,88.65,308321
2024-02-02 09:00:00,89.06,90.07,87.9,90.055,969729
2024-02-02 10:00:00,90.09,90.6,89.1801,90.0599,571213
2024-02-02 11:00:00,90.1,90.25,89.3403,90.1,257056
2024-02-02 12:00:00,90.09,90.52,89.34,89.62,350892
2024-02-02 13:00:00,89.58,90.75,89.49,90.3599,291370
2024-02-02 14:00:00,90.3599,90.7,90.18,90.33,394964
2024-02-02 15:00:00,90.3206,91.21,90.28,91.03,637050
2024-02-05 09:00:00,90.0,90.52,87.03,87.31,1173870
2024-02-05 10:00:00,87.31,88.05,86.7538,87.67,597384
2024-02-05 11:00:00,87.67,88.28,87.36,88.24,333954
2024-02-05 12:00:00,88.28,88.57,87.86,87.87,366893
2024-02-05 13:00:00,87.88,88.33,87.82,88.1501,274782
2024-02-05 14:00:00,88.21,88.46,87.4801,87.72,481882
2024-02-05 15:00:00,87.72,88.01,87.23,87.76,708138
2024-02-06 09:00:00,89.01,92.07,88.63,90.985,1735709
2024-02-06 10:00:00,90.919,92.92,90.745,92.865,1057722
2024-02-06 11:00:00,92.865,93.08,91.21,91.9795,833198
2024-02-06 12:00:00,92.0,92.79,91.83,92.625,505196
2024-02-06 13:00:00,92.65,93.13,92.02,92.49,649517
2024-02-06 14:00:00,92.45,93.16,92.3885,92.74,765866
2024-02-06 15:00:00,92.75,93.54,92.47,93.49,913779
2024-02-07 09:00:00,93.5,95.113,91.87,95.0625,1379173
2024-02-07 10:00:00,95.095,95.308,94.15,94.66,894061
2024-02-07 11:00:00,94.76,95.17,94.51,94.605,374947
2024-02-07 12:00:00,94.63,95.86,93.95,95.86,558860
2024-02-07 13:00:00,95.85,96.06,94.9115,95.14,535450
2024-02-07 14:00:00,95.14,95.24,94.66,95.11,519472
2024-02-07 15:00:00,95.13,95.19,94.43,94.51,552671
2024-02-08 09:00:00,95.75,97.54,93.09,97.04,1454370
2024-02-08 10:00:00,97.1199,98.54,96.47,96.8,1067973
2024-02-08 11:00:00,96.78,97.48,95.77,95.965,816061
2024-02-08 12:00:00,95.98,96.03,95.08,95.51,560819
2024-02-08 13:00:00,95.52,95.94,94.7574,94.96,483052
2024-02-08 14:00:00,94.96,95.74,94.88,95.2499,473064
2024-02-08 15:00:00,95.21,95.225,94.37,94.74,651192
2024-02-09 09:00:00,95.45,96.88,94.29,96.1,1103278
2024-02-09 10:00:00,96.05,96.25,94.28,94.56,605958
2024-02-09 11:00:00,94.56,94.875,93.76,94.723,559180
2024-02-09 12:00:00,94.75,95.83,94.56,95.8,344872
2024-02-09 13:00:00,95.82,95.93,95.425,95.445,283300
2024-02-09 14:00:00,95.45,95.625,94.98,95.28,301702
2024-02-09 15:00:00,95.26,95.82,95.03,95.8,463024
2024-02-12 09:00:00,96.0,99.41,96.0,99.06,1521854
2024-02-12 10:00:00,99.0599,99.8,98.46,98.87,834288
2024-02-12 11:00:00,98.88,98.94,98.0403,98.64,604490
2024-02-12 12:00:00,98.64,99.69,98.5,98.615,629265
2024-02-12 13:00:00,98.6,98.865,97.82,98.2801,613964
2024-02-12 14:00:00,98.35,98.83,98.12,98.75,448743
2024-02-12 15:00:00,98.7525,99.0,98.486,98.59,701120
2024-02-13 09:00:00,94.14,95.6986,93.035,95.16,1596302
2024-02-13 10:00:00,95.19,95.68,94.21,95.015,817753
2024-02-13 11:00:00,94.98,95.88,94.0,94.07,608972
2024-02-13 12:00:00,94.08,95.08,94.08,94.9136,470798
2024-02-13 13:00:00,94.91,95.28,94.03,94.46,508232
2024-02-13 14:00:00,94.43,94.67,87.6001,89.24,3837893
2024-02-13 15:00:00,89.28,90.755,88.5,89.9,2802964
2024-02-14 09:00:00,90.76,91.9,87.3,89.77,2581708
2024-02-14 10:00:00,89.78,89.89,88.59,89.5809,802487
2024-02-14 11:00:00,89.6025,90.05,89.47,89.47,548687
2024-02-14 12:00:00,89.485,90.3,89.085,89.23,601445
2024-02-14 13:00:00,89.24,90.5599,89.2,90.5599,559935
2024-02-14 14:00:00,90.535,91.658,90.45,91.04,752595
2024-02-14 15:00:00,91.055,91.64,90.8701,91.23,789158
2024-02-15 09:00:00,91.75,93.77,91.07,93.1,1368894
2024-02-15 10:00:00,93.13,93.4,91.3529,92.13,1133469
2024-02-15 11:00:00,92.1581,93.0722,91.7001,93.0294,753743
2024-02-15 12:00:00,93.0,94.1099,92.66,94.02,1034190
2024-02-15 13:00:00,94.05,94.64,93.45,94.41,1299324
2024-02-15 14:00:00,94.415,95.17,93.96,94.49,1468695
2024-02-15 15:00:00,94.49,94.82,94.07,94.51,1640701
2024-02-16 09:00:00,78.45,78.61,72.685,74.0055,14104014
2024-02-16 10:00:00,74.0045,74.45,73.0,73.3,5043935
2024-02-16 11:00:00,73.3,73.57,71.0,72.16,5457177
2024-02-16 12:00:00,72.19,73.34,72.0,73.2716,3829896
2024-02-16 13:00:00,73.3,73.59,71.751,71.791,3165151
2024-02-16 14:00:00,71.82,72.55,71.1801,72.47,3812163
2024-02-16 15:00:00,72.4749,72.78,71.78,71.99,4156802
2024-02-20 09:00:00,67.5,68.38,66.0,66.24,7731548
2024-02-20 10:00:00,66.25,68.2,66.0,67.675,3148944
2024-02-20 11:00:00,67.6716,67.6716,66.56,66.9347,1630050
2024-02-20 12:00:00,66.9388,67.44,66.76,67.06,1287431
2024-02-20 13:00:00,67.085,67.86,66.9108,67.205,1201810
2024-02-20 14:00:00,67.2,67.24,66.54,66.905,1792496
2024-02-20 15:00:00,66.94,67.26,66.81,67.25,1629591
2024-02-21 09:00:00,66.58,68.01,66.27,66.785,2364946
2024-02-21 10:00:00,66.75,67.07,66.21,66.56,1128171
2024-02-21 11:00:00,66.6123,66.65,65.3301,65.65,1519093
2024-02-21 12:00:00,65.65,65.7899,65.08,65.14,980527
2024-02-21 13:00:00,65.1692,65.56,64.22,64.41,1669952
