datetime,open,high,low,close,volume
2024-01-02 09:00:00,250.0,251.25,244.41,249.61,36427280
2024-01-02 10:00:00,249.60001,250.25999,246.82001,250.0,17189459
2024-01-02 11:00:00,249.99409,251.0,247.9417,248.35001,12121725
2024-01-02 12:00:00,248.355,249.133,247.0,248.3517,9300163
2024-01-02 13:00:00,248.39,249.38,247.3,248.13721,8770028
2024-01-02 14:00:00,248.10001,248.38,246.33,246.78,9630581
2024-01-02 15:00:00,246.77,248.69,246.06,248.39999,7973090
2024-01-03 09:00:00,245.5,245.67999,236.32001,237.9339,40913390
2024-01-03 10:00:00,237.96001,240.31,237.12,239.0401,19936039
2024-01-03 11:00:00,239.05,240.87,238.35001,240.4586,13218333
2024-01-03 12:00:00,240.44,241.28,239.86,240.16589,10145368
2024-01-03 13:00:00,240.17,241.57001,238.8,241.25301,12651798
2024-01-03 14:00:00,241.28,241.62,238.71001,239.25011,12699859
2024-01-03 15:00:00,239.25639,239.74001,237.99001,238.42,7664219
2024-01-04 09:00:00,239.25,241.75999,237.73,240.47501,31465260
2024-01-04 10:00:00,240.49001,242.7,240.4303,241.745,17206314
2024-01-04 11:00:00,241.72,242.14999,239.78,241.2,11727668
2024-01-04 12:00:00,241.19501,241.87,240.35001,241.17,9243366
2024-01-04 13:00:00,241.1631,241.8,239.0103,239.05009,10211070
2024-01-04 14:00:00,239.05,240.2299,238.67999,239.86011,11165320
2024-01-04 15:00:00,239.88,240.25,237.8,237.96001,7923570
2024-01-05 09:00:00,236.86,239.67999,234.9001,239.1967,30252931
2024-01-05 10:00:00,239.175,240.1196,238.2,238.44501,13771103
2024-01-05 11:00:00,238.46989,238.8497,236.33,236.61,11254227
2024-01-05 12:00:00,236.6001,238.09,236.25999,237.81419,9636882
2024-01-05 13:00:00,237.8123,239.38,237.78239,238.28999,9676695
2024-01-05 14:00:00,238.3,238.49001,236.7,236.96001,9461568
2024-01-05 15:00:00,236.95,237.84,236.78999,237.431,5783967
2024-01-08 09:00:00,236.14,239.2,235.3,236.95,25738913
2024-01-08 10:00:00,236.97,238.45,236.05009,238.27499,13642686
2024-01-08 11:00:00,238.2601,240.0,237.685,239.2095,10782053
2024-01-08 12:00:00,239.205,239.87,238.74001,238.92999,8458017
2024-01-08 13:00:00,238.93851,240.24989,238.67,239.7999,9095207
2024-01-08 14:00:00,239.79201,241.16,239.67,240.73801,8604334
2024-01-08 15:00:00,240.77,241.25,240.3006,240.38,5631978
2024-01-09 09:00:00,238.11,238.9646,232.03999,232.325,31344281
2024-01-09 10:00:00,232.31641,235.28999,232.2,234.2952,16237364
2024-01-09 11:00:00,234.3,235.58,233.64999,234.92,12078110
2024-01-09 12:00:00,234.95,235.42999,233.82001,234.1546,9092026
2024-01-09 13:00:00,234.175,235.14,233.31,233.8988,9923972
2024-01-09 14:00:00,233.89999,235.00999,233.8801,234.8141,8441947
2024-01-09 15:00:00,234.82001,235.14999,233.78,234.8797,6739054
2024-01-10 09:00:00,235.10001,235.5,231.28999,233.03,26481426
2024-01-10 10:00:00,233.05,235.0799,232.5567,232.59309,14928391
2024-01-10 11:00:00,232.61,233.99001,232.41,232.7,10268870
2024-01-10 12:00:00,232.69791,233.64,232.02,233.47861,10698934
2024-01-10 13:00:00,233.47,235.16,233.47,234.53999,9742673
2024-01-10 14:00:00,234.52499,235.25,233.53999,233.73,9832697
2024-01-10 15:00:00,233.75999,234.03999,232.77499,233.89,6976760
2024-01-11 09:00:00,230.57001,230.92999,226.03999,227.9537,37046853
2024-01-11 10:00:00,227.97,228.60001,225.53999,226.02,16895972
2024-01-11 11:00:00,226.0394,227.37,225.37,225.7381,11284227
2024-01-11 12:00:00,225.74001,227.4599,225.74001,226.645,9271783
2024-01-11 13:00:00,226.66,227.99001,226.3101,226.9399,9658588
2024-01-11 14:00:00,226.95,228.6335,226.75999,228.258,10248789
2024-01-11 15:00:00,228.25999,228.64999,226.32001,227.3053,7656066
2024-01-12 09:00:00,220.08,225.34,219.60001,221.62,39270458
2024-01-12 10:00:00,221.5972,222.5457,220.09,221.80009,18151945
2024-01-12 11:00:00,221.81,222.0,217.3,218.675,21626644
2024-01-12 12:00:00,218.69991,219.85001,218.36,219.27499,11164129
2024-01-12 13:00:00,219.28,219.3699,217.78,217.78,10657445
2024-01-12 14:00:00,217.78999,218.64,217.1501,218.5204,11259235
2024-01-12 15:00:00,218.53999,219.33,218.21001,218.82001,7810716
2024-01-16 09:00:00,215.0,223.49001,212.17999,222.96001,42524626
2024-01-16 10:00:00,222.96001,223.44,219.75,221.42619,20993815
2024-01-16 11:00:00,221.45,222.0,218.53,219.03,14187266
2024-01-16 12:00:00,219.05,221.3,218.91,221.20171,9992065
2024-01-16 13:00:00,221.23,221.33,219.55,220.06,9025849
2024-01-16 14:00:00,220.07001,220.68829,219.35001,219.61951,9002380
