date,open,high,low,close,volume,average,barCount
2024-05-24,60.45,60.45,59.46,59.86,1876,59.86,1201
2024-05-28,59.9,60.45,59.33,59.59,1657,59.906,1271
2024-05-29,58.91,59.21,58.3,58.64,2190,58.681,1545
2024-05-30,59.2,61.03,59.2,60.88,2341,60.596,1655
2024-05-31,61.27,62.4,61.07,62.05,1871,61.865,1251
2024-06-03,62.69,62.89,61.22,62.24,1538,61.86,1033
2024-06-04,60.34,61.43,59.61,59.95,2980,60.324,1655
2024-06-05,58.6,60.35,58.05,60.06,2932,59.525,1940
2024-06-06,60.06,60.36,58.74,59.86,1667,59.625,1199
2024-06-07,59.47,60.0,59.23,59.65,823,59.624,530
2024-06-10,59.01,59.06,58.15,58.78,1811,58.706,1214
2024-06-11,58.49,58.66,57.82,58.0,2176,58.077,1634
2024-06-12,59.32,60.59,58.18,58.35,6223,59.436,2405
2024-06-13,58.42,58.82,56.78,56.98,4385,57.124,2845
2024-06-14,56.19,56.73,54.86,55.1,4696,55.445,3275
2024-06-17,55.35,56.84,55.01,56.33,4026,56.096,2961
2024-06-18,56.12,56.75,55.57,56.7,5184,56.262,3454
2024-06-20,53.75,56.89,53.13,54.69,10000,54.553,5987
2024-06-21,53.5,54.56,53.5,53.99,7928,53.853,4368
2024-06-24,54.08,55.52,54.0,54.13,3595,54.539,2119
2024-06-25,53.83,54.11,51.71,51.89,3315,52.213,2286
2024-06-26,51.34,52.75,51.02,52.72,4758,52.252,3148
2024-06-27,52.84,53.63,52.37,53.47,3336,53.097,2212
2024-06-28,53.85,54.7,53.27,54.2,3490,53.991,2382
2024-07-01,54.2,54.63,52.83,53.41,2675,53.339,2003
2024-07-02,53.65,53.84,52.86,53.44,2457,53.318,1687
2024-07-03,53.63,53.82,52.97,53.26,1281,53.279,858
2024-07-05,52.94,53.03,51.53,51.84,2602,51.938,1990
2024-07-08,52.19,52.65,50.94,51.14,2953,51.417,1948
2024-07-09,50.75,51.13,49.68,49.68,4851,50.244,3174
2024-07-10,49.71,51.3,49.71,51.15,2521,50.606,1807
2024-07-11,52.33,54.82,52.33,54.56,4400,53.958,2960
2024-07-12,55.31,57.28,54.92,56.87,6443,56.766,4342
2024-07-15,57.35,58.26,56.91,57.95,3275,57.806,2249
2024-07-16,58.34,60.14,57.95,59.65,5829,59.473,3411
2024-07-17,59.03,59.32,58.0,58.5,4210,58.833,2862
2024-07-18,58.87,60.59,57.4,58.06,3696,59.002,2465
2024-07-19,57.96,57.96,55.86,56.81,2372,56.809,1597
2024-07-22,57.2,57.71,55.96,57.61,2325,57.205,1654
2024-07-23,56.01,58.49,56.01,58.19,1838,57.598,1340
2024-07-24,57.83,58.71,56.18,56.29,1688,57.016,1335
2024-07-25,56.03,59.75,55.68,59.44,3927,58.851,2783
2024-07-26,60.19,61.37,60.0,60.76,3760,60.813,2950
2024-07-29,60.66,61.89,60.46,61.74,2047,61.392,1522
2024-07-30,62.0,62.6,60.76,62.26,2994,61.972,2381
2024-07-31,62.42,64.83,61.66,62.52,2812,63.05,2162
2024-08-01,62.47,62.49,57.32,58.0,3835,58.519,2569
2024-08-02,56.34,58.38,55.33,57.0,3886,56.941,2580
2024-08-05,53.98,57.43,53.63,56.53,3596,56.146,2452
2024-08-06,56.84,57.86,56.1,56.93,1933,57.063,1443
2024-08-07,58.0,58.78,56.12,56.64,2065,57.281,1418
2024-08-08,57.12,57.66,56.42,56.51,1702,56.968,962
2024-08-09,56.67,57.12,56.1,56.17,1117,56.5,758
2024-08-12,56.08,56.16,54.64,54.9,1842,55.189,1261
2024-08-13,55.23,57.85,55.18,57.54,2840,56.889,1941
2024-08-14,57.86,57.86,55.85,55.96,1503,56.217,1138
2024-08-15,57.71,58.65,57.36,57.76,2147,57.956,1418
2024-08-16,58.04,59.41,57.59,57.97,1481,58.104,1062
2024-08-19,58.04,58.48,57.42,58.01,1358,58.002,1013
2024-08-20,57.94,58.16,56.58,56.67,1431,57.146,971
2024-08-21,57.23,58.02,56.94,57.95,1390,57.589,1002
2024-08-22,57.97,57.97,56.9,57.39,1646,57.395,1029
2024-08-23,58.01,60.73,58.01,60.1,4264,60.108,3018
2024-08-26,60.59,61.16,60.02,60.81,3225,60.765,2583
2024-08-27,60.48,60.68,59.3,60.41,3705,60.157,2721
2024-08-28,60.0,60.39,59.45,59.62,1821,59.954,1425
2024-08-29,60.22,60.79,59.45,59.57,1672,60.025,1228
2024-08-30,60.09,60.14,59.08,59.66,1402,59.565,1030
2024-09-03,59.07,59.48,57.88,58.29,1790,58.401,1245
2024-09-04,58.0,59.08,57.86,58.85,960,58.556,740
2024-09-05,59.09,59.09,57.93,57.93,2742,58.193,978
2024-09-06,57.9,58.35,56.12,56.19,2065,56.76,1504
2024-09-09,56.21,57.25,55.77,56.05,1914,56.659,1221
2024-09-10,56.0,56.16,54.27,55.08,2363,54.926,1604
2024-09-11,54.4,55.24,53.32,55.19,1782,54.386,1206
2024-09-12,55.55,55.55,54.13,54.76,3188,54.785,2181
2024-09-13,55.74,57.17,55.28,56.53,2520,56.365,1806
2024-09-16,56.58,57.34,56.25,56.92,1875,56.994,1301
2024-09-17,57.57,59.18,57.53,58.55,3061,58.526,1917
2024-09-18,58.62,60.12,57.42,57.99,2169,58.55,1676
2024-09-19,59.16,59.61,58.29,59.55,2350,59.261,1695
2024-09-20,59.35,59.36,58.42,59.11,2879,59.066,1599
2024-09-23,59.09,59.39,55.7,57.76,8588,57.524,4554
2024-09-24,58.01,59.05,57.4,58.38,2743,58.47,1789
2024-09-25,58.41,58.41,56.59,56.84,2198,57.225,1497
2024-09-26,58.09,58.54,57.47,57.56,1718,57.927,1280
2024-09-27,58.33,59.5,57.67,58.21,2745,58.335,1954
2024-09-30,58.05,58.92,57.68,58.11,1804,58.201,1315
2024-10-01,57.85,58.03,56.73,57.87,1106,57.595,830
2024-10-02,57.57,58.13,57.11,57.28,1258,57.405,968
2024-10-03,56.8,57.8,56.11,57.6,2631,57.003,1384
2024-10-04,58.5,58.5,57.36,57.84,1291,57.783,829
2024-10-07,57.24,57.51,56.02,56.52,1851,56.552,1134
2024-10-08,56.73,57.89,56.01,57.36,2216,57.454,1600
2024-10-09,57.19,58.21,56.46,57.03,2259,57.148,1362
2024-10-10,56.43,57.3,56.04,56.55,2154,56.688,1523
2024-10-11,56.35,58.22,56.25,58.14,2683,57.689,1862
2024-10-14,57.71,58.5,57.03,58.43,2557,58.131,1977
2024-10-15,58.41,60.18,58.29,58.87,2849,59.406,2131
2024-10-16,59.22,61.0,58.77,60.42,3632,60.454,2425
2024-10-17,60.04,60.19,58.96,60.16,4678,59.741,2698
2024-10-18,60.55,60.88,59.85,60.38,2886,60.486,2066
2024-10-21,60.04,60.74,57.98,58.1,3327,58.867,2405
2024-10-22,57.63,58.35,57.14,58.02,3614,57.9,2672
2024-10-23,53.67,56.81,51.18,51.78,17415,52.621,11311
2024-10-24,52.87,52.87,51.24,52.23,7415,52.003,5148
2024-10-25,52.7,54.86,52.7,53.52,6233,53.92,4837
2024-10-28,54.09,56.05,53.62,55.6,6869,55.256,4872
2024-10-29,55.16,58.23,55.0,57.5,7100,57.469,4605
2024-10-30,57.48,58.43,57.32,57.35,2887,57.694,2117
2024-10-31,57.1,57.39,56.02,56.04,4923,56.689,3416
2024-11-01,56.65,57.35,56.18,57.11,3512,56.944,2477
2024-11-04,56.92,58.14,56.14,56.21,2677,56.883,1947
2024-11-05,56.01,58.33,56.01,58.19,2155,57.662,1642
2024-11-06,59.8,62.24,59.8,61.64,6994,61.45,4873
2024-11-07,61.78,61.81,60.43,61.09,2387,61.01,1792
2024-11-08,61.1,61.37,60.07,61.1,1969,60.927,1459
2024-11-11,62.7,65.65,62.28,65.1,4985,64.534,3372
2024-11-12,64.82,65.22,62.57,62.59,6738,63.589,3494
2024-11-13,63.3,63.53,61.09,61.18,2447,61.971,1911
2024-11-14,61.6,62.65,60.63,60.84,2310,61.379,1657
2024-11-15,61.24,61.56,60.39,60.94,2564,60.889,1908
2024-11-18,61.05,61.1,58.66,58.68,3478,59.304,2236
2024-11-19,58.12,58.47,57.22,57.87,2843,57.76,2098
2024-11-20,57.44,57.68,56.5,57.3,4050,57.024,2784
2024-11-21,57.7,59.75,57.17,58.5,2927,58.565,2011
2024-11-22,58.71,59.91,58.54,58.93,3060,59.144,2149
2024-11-25,59.96,63.0,59.64,61.1,2843,61.732,2015
2024-11-26,60.06,60.17,58.68,58.93,1396,59.151,1070
2024-11-27,59.31,60.16,58.28,58.4,1340,58.984,1029
2024-11-29,58.87,59.58,58.17,58.54,843,58.671,612
2024-12-02,58.27,58.74,57.67,58.01,2826,58.04,2236
2024-12-03,58.02,58.18,56.71,56.75,2074,57.011,1344
2024-12-04,55.9,57.08,55.73,56.61,2044,56.527,1438
2024-12-05,56.54,57.91,56.0,57.21,2379,57.115,1674
2024-12-06,58.45,58.65,57.03,57.08,1883,57.691,1169
2024-12-09,57.57,58.11,56.73,57.46,1385,57.36,1078
