Division,Division Description,Major Group,Major Group Description,Industry Group,Industry Group Description,SIC,Description
D,Manufacturing,23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,239,Miscellaneous Fabricated Textile Products,2396,"Automotive Trimmings, Apparel Findings, and Related Products"
D,Manufacturing,23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,239,Miscellaneous Fabricated Textile Products,2397,Schiffli Machine Embroideries
D,Manufacturing,23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,239,Miscellaneous Fabricated Textile Products,2399,"Fabricated Textile Products, Not Elsewhere Classified"
D,Manufacturing,24,"Lumber And Wood Products, Except Furniture",241,Logging,2411,Logging
D,Manufacturing,24,"Lumber And Wood Products, Except Furniture",242,Sawmills And Planing Mills,2421,"Sawmills and Planing Mills, General"
D,Manufacturing,24,"Lumber And Wood Products, Except Furniture",242,Sawmills And Planing Mills,2426,Hardwood Dimension and Flooring Mills
D,Manufacturing,24,"Lumber And Wood Products, Except Furniture",242,Sawmills And Planing Mills,2429,"Special Product Sawmills, Not Elsewhere Classified"
D,Manufacturing,24,"Lumber And Wood Products, Except Furniture",243,"Millwork, Veneer, Plywood, And Structural Wood",2431,Millwork
D,Manufacturing,24,"Lumber And Wood Products, Except Furniture",243,"Millwork, Veneer, Plywood, And Structural Wood",2434,Wood Kitchen Cabinets
D,Manufacturing,24,"Lumber And Wood Products, Except Furniture",243,"Millwork, Veneer, Plywood, And Structural Wood",2435,Hardwood Veneer and Plywood
D,Manufacturing,24,"Lumber And Wood Products, Except Furniture",243,"Millwork, Veneer, Plywood, And Structural Wood",2436,Softwood Veneer and Plywood
D,Manufacturing,24,"Lumber And Wood Products, Except Furniture",243,"Millwork, Veneer, Plywood, And Structural Wood",2439,"Structural Wood Members, Not Elsewhere Classified"
D,Manufacturing,24,"Lumber And Wood Products, Except Furniture",244,Wood Containers,2441,Nailed and Lock Corner Wood Boxes and Shook
D,Manufacturing,24,"Lumber And Wood Products, Except Furniture",244,Wood Containers,2448,Wood Pallets and Skids
D,Manufacturing,24,"Lumber And Wood Products, Except Furniture",244,Wood Containers,2449,"Wood Containers, Not Elsewhere Classified"
D,Manufacturing,24,"Lumber And Wood Products, Except Furniture",245,Wood Buildings And Mobile Homes,2451,Mobile Homes
D,Manufacturing,24,"Lumber And Wood Products, Except Furniture",245,Wood Buildings And Mobile Homes,2452,Prefabricated Wood Buildings and Components
D,Manufacturing,24,"Lumber And Wood Products, Except Furniture",249,Miscellaneous Wood Products,2491,Wood Preserving
D,Manufacturing,24,"Lumber And Wood Products, Except Furniture",249,Miscellaneous Wood Products,2493,Reconstituted Wood Products
D,Manufacturing,24,"Lumber And Wood Products, Except Furniture",249,Miscellaneous Wood Products,2499,"Wood Products, Not Elsewhere Classified"
D,Manufacturing,25,Furniture And Fixtures,251,Household Furniture,2511,"Wood Household Furniture, Except Upholstered"
D,Manufacturing,25,Furniture And Fixtures,251,Household Furniture,2512,"Wood Household Furniture, Upholstered"
D,Manufacturing,25,Furniture And Fixtures,251,Household Furniture,2514,Metal Household Furniture
D,Manufacturing,25,Furniture And Fixtures,251,Household Furniture,2515,"Mattresses, Foundations, and Convertible Beds"
D,Manufacturing,25,Furniture And Fixtures,251,Household Furniture,2517,"Wood Television, Radio, Phonograph, and Sewing Machine Cabinets"
D,Manufacturing,25,Furniture And Fixtures,251,Household Furniture,2519,"Household Furniture, Not Elsewhere Classified"
D,Manufacturing,25,Furniture And Fixtures,252,Office Furniture,2521,Wood Office Furniture
D,Manufacturing,25,Furniture And Fixtures,252,Office Furniture,2522,"Office Furniture, Except Wood"
D,Manufacturing,25,Furniture And Fixtures,253,Public Building And Related Furniture,2531,Public Building and Related Furniture
D,Manufacturing,25,Furniture And Fixtures,254,"Partitions, Shelving, Lockers, And Office And",2541,"Wood Office and Store Fixtures, Partitions, Shelving, and Lockers"
D,Manufacturing,25,Furniture And Fixtures,254,"Partitions, Shelving, Lockers, And Office And",2542,"Office and Store Fixtures, Partitions, Shelving, and Lockers, Except Wood"
D,Manufacturing,25,Furniture And Fixtures,259,Miscellaneous Furniture And Fixtures,2591,Drapery Hardware and Window Blinds and Shades
D,Manufacturing,25,Furniture And Fixtures,259,Miscellaneous Furniture And Fixtures,2599,"Furniture and Fixtures, Not Elsewhere Classified"
D,Manufacturing,26,Paper And Allied Products,261,Pulp Mills,2611,Pulp Mills
D,Manufacturing,26,Paper And Allied Products,262,Paper Mills,2621,Paper Mills
D,Manufacturing,26,Paper And Allied Products,263,Paperboard Mills,2631,Paperboard Mills
D,Manufacturing,26,Paper And Allied Products,265,Paperboard Containers And Boxes,2652,Setup Paperboard Boxes
D,Manufacturing,26,Paper And Allied Products,265,Paperboard Containers And Boxes,2653,Corrugated and Solid Fiber Boxes
D,Manufacturing,26,Paper And Allied Products,265,Paperboard Containers And Boxes,2655,"Fiber Cans, Tubes, Drums, and Similar Products"
D,Manufacturing,26,Paper And Allied Products,265,Paperboard Containers And Boxes,2656,"Sanitary Food Containers, Except Folding"
D,Manufacturing,26,Paper And Allied Products,265,Paperboard Containers And Boxes,2657,"Folding Paperboard Boxes, Including Sanitary"
D,Manufacturing,26,Paper And Allied Products,267,"Converted Paper And Paperboard Products, Except",2671,"Packaging Paper and Plastics Film, Coated and Laminated"
D,Manufacturing,26,Paper And Allied Products,267,"Converted Paper And Paperboard Products, Except",2672,"Coated and Laminated Paper, Not Elsewhere Classified"
D,Manufacturing,26,Paper And Allied Products,267,"Converted Paper And Paperboard Products, Except",2673,"Plastics, Foil, and Coated Paper Bags"
D,Manufacturing,26,Paper And Allied Products,267,"Converted Paper And Paperboard Products, Except",2674,Uncoated Paper and Multiwall Bags
D,Manufacturing,26,Paper And Allied Products,267,"Converted Paper And Paperboard Products, Except",2675,Die-Cut Paper and Paperboard and Cardboard
D,Manufacturing,26,Paper And Allied Products,267,"Converted Paper And Paperboard Products, Except",2676,Sanitary Paper Products
D,Manufacturing,26,Paper And Allied Products,267,"Converted Paper And Paperboard Products, Except",2677,Envelopes
D,Manufacturing,26,Paper And Allied Products,267,"Converted Paper And Paperboard Products, Except",2678,"Stationery, Tablets, and Related Products"
D,Manufacturing,26,Paper And Allied Products,267,"Converted Paper And Paperboard Products, Except",2679,"Converted Paper and Paperboard Products, Not Elsewhere Classified"
D,Manufacturing,27,"Printing, Publishing, And Allied Industries",271,Newspaper,2711,"Newspapers: Publishing, or Publishing and Printing"
D,Manufacturing,27,"Printing, Publishing, And Allied Industries",272,Periodical,2721,"Periodicals: Publishing, or Publishing and Printing"
D,Manufacturing,27,"Printing, Publishing, And Allied Industries",273,Books,2731,"Books: Publishing, or Publishing and Printing"
D,Manufacturing,27,"Printing, Publishing, And Allied Industries",273,Books,2732,Book Printing
D,Manufacturing,27,"Printing, Publishing, And Allied Industries",274,Miscellaneous Publishing,2741,Miscellaneous Publishing
D,Manufacturing,27,"Printing, Publishing, And Allied Industries",275,Commercial Printing,2752,"Commercial Printing, Lithographic"
D,Manufacturing,27,"Printing, Publishing, And Allied Industries",275,Commercial Printing,2754,"Commercial Printing, Gravure"
D,Manufacturing,27,"Printing, Publishing, And Allied Industries",275,Commercial Printing,2759,"Commercial Printing, Not Elsewhere Classified"
D,Manufacturing,27,"Printing, Publishing, And Allied Industries",276,Manifold Business Forms,2761,Manifold Business Forms
D,Manufacturing,27,"Printing, Publishing, And Allied Industries",277,Greeting Cards,2771,Greeting Cards
D,Manufacturing,27,"Printing, Publishing, And Allied Industries",278,"Blankbooks, Looseleaf Binders, And Bookbinding",2782,"Blankbooks, Looseleaf Binders and Devices"
D,Manufacturing,27,"Printing, Publishing, And Allied Industries",278,"Blankbooks, Looseleaf Binders, And Bookbinding",2789,Bookbinding and Related Work
D,Manufacturing,27,"Printing, Publishing, And Allied Industries",279,Service Industries For The Printing Trade,2791,Typesetting
D,Manufacturing,27,"Printing, Publishing, And Allied Industries",279,Service Industries For The Printing Trade,2796,Platemaking and Related Services
D,Manufacturing,28,Chemicals And Allied Products,281,Industrial Inorganic Chemicals,2812,Alkalies and Chlorine
D,Manufacturing,28,Chemicals And Allied Products,281,Industrial Inorganic Chemicals,2813,Industrial Gases
D,Manufacturing,28,Chemicals And Allied Products,281,Industrial Inorganic Chemicals,2816,Inorganic Pigments
D,Manufacturing,28,Chemicals And Allied Products,281,Industrial Inorganic Chemicals,2819,"Industrial Inorganic Chemicals, Not Elsewhere Classified"
D,Manufacturing,28,Chemicals And Allied Products,282,"Plastics Materials And Synthetic Resins, Synthetic",2821,"Plastics Materials, Synthetic Resins, and Nonvulcanizable Elastomers"
D,Manufacturing,28,Chemicals And Allied Products,282,"Plastics Materials And Synthetic Resins, Synthetic",2822,Synthetic Rubber (Vulcanizable Elastomers)
D,Manufacturing,28,Chemicals And Allied Products,282,"Plastics Materials And Synthetic Resins, Synthetic",2823,Cellulosic Manmade Fibers
D,Manufacturing,28,Chemicals And Allied Products,282,"Plastics Materials And Synthetic Resins, Synthetic",2824,"Manmade Organic Fibers, Except Cellulosic"
D,Manufacturing,28,Chemicals And Allied Products,283,Drugs,2833,Medicinal Chemicals and Botanical Products
D,Manufacturing,28,Chemicals And Allied Products,283,Drugs,2834,Pharmaceutical Preparations
D,Manufacturing,28,Chemicals And Allied Products,283,Drugs,2835,In Vitro and In Vivo Diagnostic Substances
D,Manufacturing,28,Chemicals And Allied Products,283,Drugs,2836,"Biological Products, Except Diagnostic Substances"
D,Manufacturing,28,Chemicals And Allied Products,284,"Soap, Detergents, And Cleaning Preparations; Perfumes, Cosmetics, and Other Toilet Preparations",2841,"Soap and Other Detergents, Except Specialty Cleaners"
D,Manufacturing,28,Chemicals And Allied Products,284,"Soap, Detergents, And Cleaning Preparations; Perfumes, Cosmetics, and Other Toilet Preparations",2842,"Specialty Cleaning, Polishing, and Sanitation Preparations"
D,Manufacturing,28,Chemicals And Allied Products,284,"Soap, Detergents, And Cleaning Preparations; Perfumes, Cosmetics, and Other Toilet Preparations",2843,"Surface Active Agents, Finishing Agents, Sulfonated Oils, and Assistants"
D,Manufacturing,28,Chemicals And Allied Products,284,"Soap, Detergents, And Cleaning Preparations; Perfumes, Cosmetics, and Other Toilet Preparations",2844,"Perfumes, Cosmetics, and Other Toilet Preparations"
D,Manufacturing,28,Chemicals And Allied Products,285,"Paints, Varnishes, Lacquers, Enamels, And Allied",2851,"Paints, Varnishes, Lacquers, Enamels, and Allied Products"
D,Manufacturing,28,Chemicals And Allied Products,286,Industrial Organic Chemicals,2861,Gum and Wood Chemicals
D,Manufacturing,28,Chemicals And Allied Products,286,Industrial Organic Chemicals,2865,"Cyclic Organic Crudes and Intermediates, and Organic Dyes and Pigments"
D,Manufacturing,28,Chemicals And Allied Products,286,Industrial Organic Chemicals,2869,"Industrial Organic Chemicals, Not Elsewhere Classified"
D,Manufacturing,28,Chemicals And Allied Products,287,Agricultural Chemicals,2873,Nitrogenous Fertilizers
D,Manufacturing,28,Chemicals And Allied Products,287,Agricultural Chemicals,2874,Phosphatic Fertilizers
D,Manufacturing,28,Chemicals And Allied Products,287,Agricultural Chemicals,2875,"Fertilizers, Mixing Only"
D,Manufacturing,28,Chemicals And Allied Products,287,Agricultural Chemicals,2879,"Pesticides and Agricultural Chemicals, Not Elsewhere Classified"
D,Manufacturing,28,Chemicals And Allied Products,289,Miscellaneous Chemical Products,2891,Adhesives and Sealants
D,Manufacturing,28,Chemicals And Allied Products,289,Miscellaneous Chemical Products,2892,Explosives
D,Manufacturing,28,Chemicals And Allied Products,289,Miscellaneous Chemical Products,2893,Printing Ink
D,Manufacturing,28,Chemicals And Allied Products,289,Miscellaneous Chemical Products,2895,Carbon Black
D,Manufacturing,28,Chemicals And Allied Products,289,Miscellaneous Chemical Products,2899,"Chemicals and Chemical Preparations, Not Elsewhere Classified"
D,Manufacturing,29,Petroleum Refining And Related Industries,291,Petroleum Refining,2911,Petroleum Refining
D,Manufacturing,29,Petroleum Refining And Related Industries,295,Asphalt Paving And Roofing Materials,2951,Asphalt Paving Mixtures and Blocks
D,Manufacturing,29,Petroleum Refining And Related Industries,295,Asphalt Paving And Roofing Materials,2952,Asphalt Felts and Coatings
D,Manufacturing,29,Petroleum Refining And Related Industries,299,Miscellaneous Products Of Petroleum And Coal,2992,Lubricating Oils and Greases
D,Manufacturing,29,Petroleum Refining And Related Industries,299,Miscellaneous Products Of Petroleum And Coal,2999,"Products of Petroleum and Coal, Not Elsewhere Classified"
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,301,Tires And Inner Tubes,3011,Tires and Inner Tubes
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,302,Rubber And Plastics Footwear,3021,Rubber and Plastics Footwear
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,305,"Gaskets, Packing, And Sealing Devices And Rubber",3052,Rubber and Plastics Hose and Belting
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,305,"Gaskets, Packing, And Sealing Devices And Rubber",3053,"Gaskets, Packing, and Sealing Devices"
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,306,"Fabricated Rubber Products, Not Elsewhere",3061,"Molded, Extruded, and Lathe-Cut Mechanical Rubber Goods"
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,306,"Fabricated Rubber Products, Not Elsewhere",3069,"Fabricated Rubber Products, Not Elsewhere Classified"
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,308,Miscellaneous Plastics Products,3081,Unsupported Plastics Film and Sheet
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,308,Miscellaneous Plastics Products,3082,Unsupported Plastics Profile Shapes
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,308,Miscellaneous Plastics Products,3083,"Laminated Plastics Plate, Sheet, and Profile Shapes"
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,308,Miscellaneous Plastics Products,3084,Plastics Pipe
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,308,Miscellaneous Plastics Products,3085,Plastics Bottles
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,308,Miscellaneous Plastics Products,3086,Plastics Foam Products
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,308,Miscellaneous Plastics Products,3087,Custom Compounding of Purchased Plastics Resins
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,308,Miscellaneous Plastics Products,3088,Plastics Plumbing Fixtures
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,308,Miscellaneous Plastics Products,3089,"Plastics Products, Not Elsewhere Classified"
D,Manufacturing,31,Leather And Leather Products,311,Leather Tanning And Finishing,3111,Leather Tanning and Finishing
D,Manufacturing,31,Leather And Leather Products,313,Boot And Shoe Cut Stock And Findings,3131,Boot and Shoe Cut Stock and Findings
D,Manufacturing,31,Leather And Leather Products,314,"Footwear, Except Rubber",3142,House Slippers
D,Manufacturing,31,Leather And Leather Products,314,"Footwear, Except Rubber",3143,"Men's Footwear, Except Athletic"
D,Manufacturing,31,Leather And Leather Products,314,"Footwear, Except Rubber",3144,"Women's Footwear, Except Athletic"
D,Manufacturing,31,Leather And Leather Products,314,"Footwear, Except Rubber",3149,"Footwear, Except Rubber, Not Elsewhere Classified"
D,Manufacturing,31,Leather And Leather Products,315,Leather Gloves And Mittens,3151,Leather Gloves and Mittens
D,Manufacturing,31,Leather And Leather Products,316,Luggage,3161,Luggage
D,Manufacturing,31,Leather And Leather Products,317,Handbags And Other Personal Leather Goods,3171,Women's Handbags and Purses
D,Manufacturing,31,Leather And Leather Products,317,Handbags And Other Personal Leather Goods,3172,"Personal Leather Goods, Except Women's Handbags and Purses"
D,Manufacturing,31,Leather And Leather Products,319,"Leather Goods, Not Elsewhere Classified",3199,"Leather Goods, Not Elsewhere Classified"
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",321,Flat Glass,3211,Flat Glass
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",322,"Glass And Glassware, Pressed Or Blown",3221,Glass Containers
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",322,"Glass And Glassware, Pressed Or Blown",3229,"Pressed and Blown Glass and Glassware, Not Elsewhere Classified"
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",323,"Glass Products, Made Of Purchased Glass",3231,"Glass Products, Made of Purchased Glass"
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",324,"Cement, Hydraulic",3241,"Cement, Hydraulic"
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",325,Structural Clay Products,3251,Brick and Structural Clay Tile
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",325,Structural Clay Products,3253,Ceramic Wall and Floor Tile
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",325,Structural Clay Products,3255,Clay Refractories
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",325,Structural Clay Products,3259,"Structural Clay Products, Not Elsewhere Classified"
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",326,Pottery And Related Products,3261,Vitreous China Plumbing Fixtures and China and Earthenware Fittings and Bathroom Accessories
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",326,Pottery And Related Products,3262,Vitreous China Table and Kitchen Articles
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",326,Pottery And Related Products,3263,Fine Earthenware (Whiteware) Table and Kitchen Articles
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",326,Pottery And Related Products,3264,Porcelain Electrical Supplies
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",326,Pottery And Related Products,3269,"Pottery Products, Not Elsewhere Classified"
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",327,"Concrete, Gypsum, And Plaster Products",3271,Concrete Block and Brick
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",327,"Concrete, Gypsum, And Plaster Products",3272,"Concrete Products, Except Block and Brick"
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",327,"Concrete, Gypsum, And Plaster Products",3273,Ready-Mixed Concrete
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",327,"Concrete, Gypsum, And Plaster Products",3274,Lime
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",327,"Concrete, Gypsum, And Plaster Products",3275,Gypsum Products
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",328,Cut Stone And Stone Products,3281,Cut Stone and Stone Products
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",329,"Abrasive, Asbestos, And Miscellaneous",3291,Abrasive Products
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",329,"Abrasive, Asbestos, And Miscellaneous",3292,Asbestos Products
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",329,"Abrasive, Asbestos, And Miscellaneous",3295,"Minerals and Earths, Ground or Otherwise Treated"
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",329,"Abrasive, Asbestos, And Miscellaneous",3296,Mineral Wool
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",329,"Abrasive, Asbestos, And Miscellaneous",3297,Nonclay Refractories
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",329,"Abrasive, Asbestos, And Miscellaneous",3299,"Nonmetallic Mineral Products, Not Elsewhere Classified"
D,Manufacturing,33,Primary Metal Industries,331,"Steel Works, Blast Furnaces, And Rolling And Finishing Mills",3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling Mills"
D,Manufacturing,33,Primary Metal Industries,331,"Steel Works, Blast Furnaces, And Rolling And Finishing Mills",3313,"Electrometallurgical Products, Except Steel"
D,Manufacturing,33,Primary Metal Industries,331,"Steel Works, Blast Furnaces, And Rolling And Finishing Mills",3315,Steel Wiredrawing and Steel Nails and Spikes
D,Manufacturing,33,Primary Metal Industries,331,"Steel Works, Blast Furnaces, And Rolling And Finishing Mills",3316,"Cold-Rolled Steel Sheet, Strip, and Bars"
D,Manufacturing,33,Primary Metal Industries,331,"Steel Works, Blast Furnaces, And Rolling And Finishing Mills",3317,Steel Pipe and Tubes
D,Manufacturing,33,Primary Metal Industries,332,Iron And Steel Foundries,3321,Gray and Ductile Iron Foundries
D,Manufacturing,33,Primary Metal Industries,332,Iron And Steel Foundries,3322,Malleable Iron Foundries
D,Manufacturing,33,Primary Metal Industries,332,Iron And Steel Foundries,3324,Steel Investment Foundries
D,Manufacturing,33,Primary Metal Industries,332,Iron And Steel Foundries,3325,"Steel Foundries, Not Elsewhere Classified"
D,Manufacturing,33,Primary Metal Industries,333,Primary Smelting And Refining Of Nonferrous,3331,Primary Smelting and Refining of Copper
D,Manufacturing,33,Primary Metal Industries,333,Primary Smelting And Refining Of Nonferrous,3334,Primary Production of Aluminum
D,Manufacturing,33,Primary Metal Industries,333,Primary Smelting And Refining Of Nonferrous,3339,"Primary Smelting and Refining of Nonferrous Metals, Except Copper and Aluminum"
D,Manufacturing,33,Primary Metal Industries,334,Secondary Smelting And Refining Of Nonferrous,3341,Secondary Smelting and Refining of Nonferrous Metals
D,Manufacturing,33,Primary Metal Industries,335,"Rolling, Drawing, And Extruding Of Nonferrous",3351,"Rolling, Drawing, and Extruding Of Copper"
D,Manufacturing,33,Primary Metal Industries,335,"Rolling, Drawing, And Extruding Of Nonferrous",3353,"Aluminum Sheet, Plate, and Foil"
D,Manufacturing,33,Primary Metal Industries,335,"Rolling, Drawing, And Extruding Of Nonferrous",3354,Aluminum Extruded Products
D,Manufacturing,33,Primary Metal Industries,335,"Rolling, Drawing, And Extruding Of Nonferrous",3355,"Aluminum Rolling and Drawing, Not Elsewhere Classified"
D,Manufacturing,33,Primary Metal Industries,335,"Rolling, Drawing, And Extruding Of Nonferrous",3356,"Rolling, Drawing, and Extruding of Nonferrous Metals, Except Copper and Aluminum"
D,Manufacturing,33,Primary Metal Industries,335,"Rolling, Drawing, And Extruding Of Nonferrous",3357,Drawing and Insulating of Nonferrous Wire
D,Manufacturing,33,Primary Metal Industries,336,Nonferrous Foundries (castings),3363,Aluminum Die-Castings
D,Manufacturing,33,Primary Metal Industries,336,Nonferrous Foundries (castings),3364,"Nonferrous Die-Castings, Except Aluminum"
D,Manufacturing,33,Primary Metal Industries,336,Nonferrous Foundries (castings),3365,Aluminum Foundries
D,Manufacturing,33,Primary Metal Industries,336,Nonferrous Foundries (castings),3366,Copper Foundries
D,Manufacturing,33,Primary Metal Industries,336,Nonferrous Foundries (castings),3369,"Nonferrous Foundries, Except Aluminum and Copper"
D,Manufacturing,33,Primary Metal Industries,339,Miscellaneous Primary Metal Products,3398,Metal Heat Treating
D,Manufacturing,33,Primary Metal Industries,339,Miscellaneous Primary Metal Products,3399,"Primary Metal Products, Not Elsewhere Classified"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",341,Metal Cans And Shipping Containers,3411,Metal Cans
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",341,Metal Cans And Shipping Containers,3412,"Metal Shipping Barrels, Drums, Kegs, and Pails"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",342,"Cutlery, Handtools, And General Hardware",3421,Cutlery
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",342,"Cutlery, Handtools, And General Hardware",3423,"Hand and Edge Tools, Except Machine Tools and Handsaws"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",342,"Cutlery, Handtools, And General Hardware",3425,Saw Blades and Handsaws
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",342,"Cutlery, Handtools, And General Hardware",3429,"Hardware, Not Elsewhere Classified"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",343,"Heating Equipment, Except Electric And Warm Air;",3431,Enameled Iron and Metal Sanitary Ware
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",343,"Heating Equipment, Except Electric And Warm Air;",3432,Plumbing Fixture Fittings and Trim
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",343,"Heating Equipment, Except Electric And Warm Air;",3433,"Heating Equipment, Except Electric and Warm Air Furnaces"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",344,Fabricated Structural Metal Products,3441,Fabricated Structural Metal
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",344,Fabricated Structural Metal Products,3442,"Metal Doors, Sash, Frames, Molding, and Trim Manufacturing"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",344,Fabricated Structural Metal Products,3443,Fabricated Plate Work (Boiler Shops)
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",344,Fabricated Structural Metal Products,3444,Sheet Metal Work
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",344,Fabricated Structural Metal Products,3446,Architectural and Ornamental Metal Work
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",344,Fabricated Structural Metal Products,3448,Prefabricated Metal Buildings and Components
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",344,Fabricated Structural Metal Products,3449,Miscellaneous Structural Metal Work
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",345,"Screw Machine Products, And Bolts, Nuts, Screws, Rivets, And Washers",3451,Screw Machine Products
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",345,"Screw Machine Products, And Bolts, Nuts, Screws, Rivets, And Washers",3452,"Bolts, Nuts, Screws, Rivets, and Washers"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",346,Metal Forgings And Stampings,3462,Iron and Steel Forgings
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",346,Metal Forgings And Stampings,3463,Nonferrous Forgings
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",346,Metal Forgings And Stampings,3465,Automotive Stampings
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",346,Metal Forgings And Stampings,3466,Crowns and Closures
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",346,Metal Forgings And Stampings,3469,"Metal Stampings, Not Elsewhere Classified"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",347,"Coating, Engraving, And Allied Services",3471,"Electroplating, Plating, Polishing, Anodizing, and Coloring"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",347,"Coating, Engraving, And Allied Services",3479,"Coating, Engraving, and Allied Services, Not Elsewhere Classified"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",348,"Ordnance And Accessories, Except Vehicles And Guided Missiles",3482,Small Arms Ammunition
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",348,"Ordnance And Accessories, Except Vehicles And Guided Missiles",3483,"Ammunition, Except for Small Arms"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",348,"Ordnance And Accessories, Except Vehicles And Guided Missiles",3484,Small Arms
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",348,"Ordnance And Accessories, Except Vehicles And Guided Missiles",3489,"Ordnance and Accessories, Not Elsewhere Classified"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",349,Miscellaneous Fabricated Metal Products,3491,Industrial Valves
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",349,Miscellaneous Fabricated Metal Products,3492,Fluid Power Valves and Hose Fittings
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",349,Miscellaneous Fabricated Metal Products,3493,"Steel Springs, Except Wire"
