Division,Division Description,Major Group,Major Group Description,Industry Group,Industry Group Description,SIC,Description,GICS,etf_ticker
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,519,Miscellaneous Non-durable Goods,5193,"Flowers, Nursery Stock, and Florists' Supplies",Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,519,Miscellaneous Non-durable Goods,5194,Tobacco and Tobacco Products,Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,519,Miscellaneous Non-durable Goods,5198,"Paints, Varnishes, and Supplies",Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,519,Miscellaneous Non-durable Goods,5199,"Nondurable Goods, Not Elsewhere Classified",Consumer Staples,XLP
G,Retail Trade,52,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",521,Lumber And Other Building Materials Dealers,5211,Lumber and Other Building Materials Dealers,Consumer Discretionary,XLY
G,Retail Trade,52,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",523,"Paint, Glass And Wallpaper Stores",5231,"Paint, Glass, and Wallpaper Stores",Consumer Discretionary,XLY
G,Retail Trade,52,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",525,Hardware Stores,5251,Hardware Stores,Consumer Discretionary,XLY
G,Retail Trade,52,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",526,"Retail Nurseries, Lawn And Garden Supply Stores",5261,"Retail Nurseries, Lawn and Garden Supply Stores",Consumer Discretionary,XLY
G,Retail Trade,52,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",527,Mobile Home Dealers,5271,Mobile Home Dealers,Consumer Discretionary,XLY
G,Retail Trade,53,General Merchandise Stores,531,Department Stores,5311,Department Stores,Consumer Discretionary,XLY
G,Retail Trade,53,General Merchandise Stores,533,Variety Stores,5331,Variety Stores,Consumer Discretionary,XLY
G,Retail Trade,53,General Merchandise Stores,539,Miscellaneous General Merchandise Stores,5399,Miscellaneous General Merchandise Stores,Consumer Discretionary,XLY
G,Retail Trade,54,Food Stores,541,Grocery Stores,5411,Grocery Stores,Consumer Discretionary,XLY
G,Retail Trade,54,Food Stores,542,"Meat And Fish (seafood) Markets, Including",5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners",Consumer Discretionary,XLY
G,Retail Trade,54,Food Stores,543,Fruit And Vegetable Markets,5431,Fruit and Vegetable Markets,Consumer Discretionary,XLY
G,Retail Trade,54,Food Stores,544,"Candy, Nut, And Confectionery Stores",5441,"Candy, Nut, and Confectionery Stores",Consumer Discretionary,XLY
G,Retail Trade,54,Food Stores,545,Dairy Products Stores,5451,Dairy Products Stores,Consumer Discretionary,XLY
G,Retail Trade,54,Food Stores,546,Retail Bakeries,5461,Retail Bakeries,Consumer Discretionary,XLY
G,Retail Trade,54,Food Stores,549,Miscellaneous Food Stores,5499,Miscellaneous Food Stores,Consumer Discretionary,XLY
G,Retail Trade,55,Automotive Dealers And Gasoline Service Stations,551,Motor Vehicle Dealers (new And Used),5511,Motor Vehicle Dealers (New and Used),Consumer Discretionary,XLY
G,Retail Trade,55,Automotive Dealers And Gasoline Service Stations,552,Motor Vehicle Dealers (used Only),5521,Motor Vehicle Dealers (Used Only),Consumer Discretionary,XLY
G,Retail Trade,55,Automotive Dealers And Gasoline Service Stations,553,Auto And Home Supply Stores,5531,Auto and Home Supply Stores,Consumer Discretionary,XLY
G,Retail Trade,55,Automotive Dealers And Gasoline Service Stations,554,Gasoline Service Stations,5541,Gasoline Service Stations,Consumer Discretionary,XLY
G,Retail Trade,55,Automotive Dealers And Gasoline Service Stations,555,Boat Dealers,5551,Boat Dealers,Consumer Discretionary,XLY
G,Retail Trade,55,Automotive Dealers And Gasoline Service Stations,556,Recreational Vehicle Dealers,5561,Recreational Vehicle Dealers,Consumer Discretionary,XLY
G,Retail Trade,55,Automotive Dealers And Gasoline Service Stations,557,Motorcycle Dealers,5571,Motorcycle Dealers,Consumer Discretionary,XLY
G,Retail Trade,55,Automotive Dealers And Gasoline Service Stations,559,"Automotive Dealers, Not Elsewhere Classified",5599,"Automotive Dealers, Not Elsewhere Classified",Consumer Discretionary,XLY
G,Retail Trade,56,Apparel And Accessory Stores,561,Men's And Boys' Clothing And Accessory Stores,5611,Men's and Boys' Clothing and Accessory Stores,Consumer Discretionary,XLY
G,Retail Trade,56,Apparel And Accessory Stores,562,Women's Clothing Stores,5621,Women's Clothing Stores,Consumer Discretionary,XLY
G,Retail Trade,56,Apparel And Accessory Stores,563,Women's Accessory And Specialty Stores,5632,Women's Accessory and Specialty Stores,Consumer Discretionary,XLY
G,Retail Trade,56,Apparel And Accessory Stores,564,Children's And Infants' Wear Stores,5641,Children's and Infants' Wear Stores,Consumer Discretionary,XLY
G,Retail Trade,56,Apparel And Accessory Stores,565,Family Clothing Stores,5651,Family Clothing Stores,Consumer Discretionary,XLY
G,Retail Trade,56,Apparel And Accessory Stores,566,Shoe Stores,5661,Shoe Stores,Consumer Discretionary,XLY
G,Retail Trade,56,Apparel And Accessory Stores,569,Miscellaneous Apparel And Accessory Stores,5699,Miscellaneous Apparel and Accessory Stores,Consumer Discretionary,XLY
G,Retail Trade,57,"Home Furniture, Furnishings, And Equipment Stores",571,Home Furniture And Furnishings Stores,5712,Furniture Stores,Consumer Discretionary,XLY
G,Retail Trade,57,"Home Furniture, Furnishings, And Equipment Stores",571,Home Furniture And Furnishings Stores,5713,Floor Covering Stores,Consumer Discretionary,XLY
G,Retail Trade,57,"Home Furniture, Furnishings, And Equipment Stores",571,Home Furniture And Furnishings Stores,5714,"Drapery, Curtain, and Upholstery Stores",Consumer Discretionary,XLY
G,Retail Trade,57,"Home Furniture, Furnishings, And Equipment Stores",571,Home Furniture And Furnishings Stores,5719,Miscellaneous home furnishings Stores,Consumer Discretionary,XLY
G,Retail Trade,57,"Home Furniture, Furnishings, And Equipment Stores",572,Household Appliance Stores,5722,Household Appliance Stores,Consumer Discretionary,XLY
G,Retail Trade,57,"Home Furniture, Furnishings, And Equipment Stores",573,"Radio, Television, Consumer Electronics, And Music Stores",5731,"Radio, Television, and Consumer Electronics Stores",Consumer Discretionary,XLY
G,Retail Trade,57,"Home Furniture, Furnishings, And Equipment Stores",573,"Radio, Television, Consumer Electronics, And Music Stores",5734,Computer and Computer Software Stores,Consumer Discretionary,XLY
G,Retail Trade,57,"Home Furniture, Furnishings, And Equipment Stores",573,"Radio, Television, Consumer Electronics, And Music Stores",5735,Record and Prerecorded Tape Stores,Consumer Discretionary,XLY
G,Retail Trade,57,"Home Furniture, Furnishings, And Equipment Stores",573,"Radio, Television, Consumer Electronics, And Music Stores",5736,Musical Instrument Stores,Consumer Discretionary,XLY
G,Retail Trade,58,Eating And Drinking Places,581,Eating And Drinking Places,5812,Eating Places,Consumer Discretionary,XLY
G,Retail Trade,58,Eating And Drinking Places,581,Eating And Drinking Places,5813,Drinking Places (alcoholic Beverages),Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,591,Drug Stores And Proprietary Stores,5912,Drug Stores and Proprietary Stores,Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,592,Liquor Stores,5921,Liquor Stores,Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,593,Used Merchandise Stores,5932,Used Merchandise Stores,Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,594,Miscellaneous Shopping Goods Stores,5941,Sporting Goods Stores and Bicycle Shops,Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,594,Miscellaneous Shopping Goods Stores,5942,Book Stores,Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,594,Miscellaneous Shopping Goods Stores,5943,Stationery Stores,Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,594,Miscellaneous Shopping Goods Stores,5944,Jewelry Stores,Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,594,Miscellaneous Shopping Goods Stores,5945,"Hobby, Toy, and Game Shops",Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,594,Miscellaneous Shopping Goods Stores,5946,Camera and Photographic Supply Stores,Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,594,Miscellaneous Shopping Goods Stores,5947,"Gift, Novelty, and Souvenir Shops",Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,594,Miscellaneous Shopping Goods Stores,5948,Luggage and Leather Goods Stores,Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,594,Miscellaneous Shopping Goods Stores,5949,"Sewing, Needlework, and Piece Goods Stores",Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,596,Nonstore Retailers,5961,Catalog and Mail-Order Houses,Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,596,Nonstore Retailers,5962,Automatic Merchandising Machine Operators,Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,596,Nonstore Retailers,5963,Direct Selling Establishments,Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,598,Fuel Dealers,5983,Fuel Oil Dealers,Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,598,Fuel Dealers,5984,Liquefied Petroleum Gas (Bottled Gas) Dealers,Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,598,Fuel Dealers,5989,"Fuel Dealers, Not Elsewhere Classified",Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,599,"Retail Stores, Not Elsewhere Classified",5992,Florists,Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,599,"Retail Stores, Not Elsewhere Classified",5993,Tobacco Stores and Stands,Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,599,"Retail Stores, Not Elsewhere Classified",5994,News Dealers and Newsstands,Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,599,"Retail Stores, Not Elsewhere Classified",5995,Optical Goods Stores,Consumer Discretionary,XLY
G,Retail Trade,59,Miscellaneous Retail ,599,"Retail Stores, Not Elsewhere Classified",5999,"Miscellaneous Retail Stores, Not Elsewhere Classified",Consumer Discretionary,XLY
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,601,Central Reserve Depository Institutions,6011,Federal Reserve Banks,Financials,XLF
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,601,Central Reserve Depository Institutions,6019,"Central Reserve Depository Institutions, Not Elsewhere Classified",Financials,XLF
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,602,Commercial Banks,6021,National Commercial Banks,Financials,XLF
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,602,Commercial Banks,6022,State Commercial Banks,Financials,XLF
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,602,Commercial Banks,6029,"Commercial Banks, Not Elsewhere Classified",Financials,XLF
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,603,Savings Institutions,6035,"Savings Institutions, Federally Chartered",Financials,XLF
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,603,Savings Institutions,6036,"Savings Institutions, Not Federally Chartered",Financials,XLF
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,606,Credit Unions,6061,"Credit Unions, Federally Chartered",Financials,XLF
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,606,Credit Unions,6062,"Credit Unions, Not Federally Chartered",Financials,XLF
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,608,Foreign Banking And Branches And Agencies Of,6081,Branches and Agencies of Foreign Banks,Financials,XLF
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,608,Foreign Banking And Branches And Agencies Of,6082,Foreign Trade and International Banking Institutions,Financials,XLF
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,609,Functions Related To Depository Banking,6091,"Non-deposit Trust Facilities,",Financials,XLF
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,609,Functions Related To Depository Banking,6099,"Functions Related to Depository Banking, Not Elsewhere Classified",Financials,XLF
H,"Finance, Insurance, And Real Estate",61,Non-depository Credit Institutions,611,Federal And Federally-sponsored Credit Agencies,6111,Federal and Federally-Sponsored Credit Agencies,Financials,XLF
H,"Finance, Insurance, And Real Estate",61,Non-depository Credit Institutions,614,Personal Credit Institutions,6141,Personal Credit Institutions,Financials,XLF
H,"Finance, Insurance, And Real Estate",61,Non-depository Credit Institutions,615,Business Credit Institutions,6153,"Short-Term Business Credit Institutions, Except Agricultural",Financials,XLF
H,"Finance, Insurance, And Real Estate",61,Non-depository Credit Institutions,615,Business Credit Institutions,6159,Miscellaneous business Credit Institutions,Financials,XLF
H,"Finance, Insurance, And Real Estate",61,Non-depository Credit Institutions,616,Mortgage Bankers And Brokers,6162,Mortgage Bankers and Loan Correspondents,Financials,XLF
H,"Finance, Insurance, And Real Estate",61,Non-depository Credit Institutions,616,Mortgage Bankers And Brokers,6163,Loan Brokers,Financials,XLF
H,"Finance, Insurance, And Real Estate",62,"Security And Commodity Brokers, Dealers, Exchanges, And Services",621,"Security Brokers, Dealers, And Flotation",6211,"Security Brokers, Dealers, and Flotation Companies",Financials,XLF
H,"Finance, Insurance, And Real Estate",62,"Security And Commodity Brokers, Dealers, Exchanges, And Services",622,Commodity Contracts Brokers And Dealers,6221,Commodity Contracts Brokers and Dealers,Financials,XLF
H,"Finance, Insurance, And Real Estate",62,"Security And Commodity Brokers, Dealers, Exchanges, And Services",623,Security And Commodity Exchanges,6231,Security and Commodity Exchanges,Financials,XLF
H,"Finance, Insurance, And Real Estate",62,"Security And Commodity Brokers, Dealers, Exchanges, And Services",628,Services Allied With The Exchange Of Securities,6282,Investment Advice,Financials,XLF
H,"Finance, Insurance, And Real Estate",62,"Security And Commodity Brokers, Dealers, Exchanges, And Services",628,Services Allied With The Exchange Of Securities,6289,"Services Allied With the Exchange of Securities or Commodities, Not Elsewhere Classified",Financials,XLF
H,"Finance, Insurance, And Real Estate",63,Insurance Carriers,631,Life Insurance,6311,Life Insurance,Financials,XLF
H,"Finance, Insurance, And Real Estate",63,Insurance Carriers,632,Accident And Health Insurance And Medical,6321,Accident and Health Insurance,Financials,XLF
H,"Finance, Insurance, And Real Estate",63,Insurance Carriers,632,Accident And Health Insurance And Medical,6324,Hospital and Medical Service Plans,Financials,XLF
H,"Finance, Insurance, And Real Estate",63,Insurance Carriers,633,"Fire, Marine, And Casualty Insurance",6331,"Fire, Marine, and Casualty Insurance",Financials,XLF
H,"Finance, Insurance, And Real Estate",63,Insurance Carriers,635,Surety Insurance,6351,Surety Insurance,Financials,XLF
H,"Finance, Insurance, And Real Estate",63,Insurance Carriers,636,Title Insurance,6361,Title Insurance,Financials,XLF
H,"Finance, Insurance, And Real Estate",63,Insurance Carriers,637,"Pension, Health, And Welfare Funds",6371,"Pension, Health, and Welfare Funds",Financials,XLF
H,"Finance, Insurance, And Real Estate",63,Insurance Carriers,639,"Insurance Carriers, Not Elsewhere Classified",6399,"Insurance Carriers, Not Elsewhere Classified",Financials,XLF
H,"Finance, Insurance, And Real Estate",64,"Insurance Agents, Brokers, And Service",641,"Insurance Agents, Brokers, And Service",6411,"Insurance Agents, Brokers, and Service",Financials,XLF
H,"Finance, Insurance, And Real Estate",65,Real Estate,651,Real Estate Operators (except Developers) And Lessors,6512,Operators of Nonresidential Buildings,Financials,XLF
H,"Finance, Insurance, And Real Estate",65,Real Estate,651,Real Estate Operators (except Developers) And Lessors,6513,Operators of Apartment Buildings,Financials,XLF
H,"Finance, Insurance, And Real Estate",65,Real Estate,651,Real Estate Operators (except Developers) And Lessors,6514,Operators of Dwellings Other Than Apartment Buildings,Financials,XLF
H,"Finance, Insurance, And Real Estate",65,Real Estate,651,Real Estate Operators (except Developers) And Lessors,6515,Operators of Residential Mobile Home Sites,Financials,XLF
H,"Finance, Insurance, And Real Estate",65,Real Estate,651,Real Estate Operators (except Developers) And Lessors,6517,Lessors of Railroad Property,Financials,XLF
H,"Finance, Insurance, And Real Estate",65,Real Estate,651,Real Estate Operators (except Developers) And Lessors,6519,"Lessors of Real Property, Not Elsewhere Classified",Financials,XLF
H,"Finance, Insurance, And Real Estate",65,Real Estate,653,Real Estate Agents And Managers,6531,Real Estate Agents and Managers,Financials,XLF
H,"Finance, Insurance, And Real Estate",65,Real Estate,654,Title Abstract Offices,6541,Title Abstract Offices,Financials,XLF
H,"Finance, Insurance, And Real Estate",65,Real Estate,655,Land Subdividers And Developers,6552,"Land Subdividers and Developers, Except Cemeteries",Financials,XLF
H,"Finance, Insurance, And Real Estate",65,Real Estate,655,Land Subdividers And Developers,6553,Cemetery Subdividers and Developers,Financials,XLF
H,"Finance, Insurance, And Real Estate",67,Holding And Other Investment Offices,671,Holding Offices,6712,Offices of Bank Holding Companies,Financials,XLF
H,"Finance, Insurance, And Real Estate",67,Holding And Other Investment Offices,671,Holding Offices,6719,"Offices of Holding Companies, Not Elsewhere Classified",Financials,XLF
H,"Finance, Insurance, And Real Estate",67,Holding And Other Investment Offices,672,Investment Offices,6722,"Management Investment Offices, Open-End",Financials,XLF
H,"Finance, Insurance, And Real Estate",67,Holding And Other Investment Offices,672,Investment Offices,6726,"Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Offices",Financials,XLF
H,"Finance, Insurance, And Real Estate",67,Holding And Other Investment Offices,673,Trusts,6732,"Educational, Religious, and Charitable Trusts",Financials,XLF
H,"Finance, Insurance, And Real Estate",67,Holding And Other Investment Offices,673,Trusts,6733,"Trusts, Except Educational, Religious, and Charitable",Financials,XLF
H,"Finance, Insurance, And Real Estate",67,Holding And Other Investment Offices,679,Miscellaneous Investing,6792,Oil Royalty Traders,Financials,XLF
H,"Finance, Insurance, And Real Estate",67,Holding And Other Investment Offices,679,Miscellaneous Investing,6794,Patent Owners and Lessors,Financials,XLF
H,"Finance, Insurance, And Real Estate",67,Holding And Other Investment Offices,679,Miscellaneous Investing,6798,Real Estate Investment Trusts,Financials,XLF
H,"Finance, Insurance, And Real Estate",67,Holding And Other Investment Offices,679,Miscellaneous Investing,6799,"Investors, Not Elsewhere Classified",Financials,XLF
I,Services,70,"Hotels, Rooming Houses, Camps, And Other Lodging Places",701,Hotels And Motels,7011,Hotels and Motels,Information Technology,XLK
I,Services,70,"Hotels, Rooming Houses, Camps, And Other Lodging Places",702,Rooming And Boarding Houses,7021,Rooming and Boarding Houses,Information Technology,XLK
I,Services,70,"Hotels, Rooming Houses, Camps, And Other Lodging Places",703,Camps And Recreational Vehicle Parks,7032,Sporting and Recreational Camps,Information Technology,XLK
I,Services,70,"Hotels, Rooming Houses, Camps, And Other Lodging Places",703,Camps And Recreational Vehicle Parks,7033,Recreational Vehicle Parks and Campsites,Information Technology,XLK
I,Services,70,"Hotels, Rooming Houses, Camps, And Other Lodging Places",704,"Organization Hotels And Lodging Houses, On",7041,"Organization Hotels and Lodging Houses, on Membership Basis",Information Technology,XLK
I,Services,72,Personal Services,721,"Laundry, Cleaning, And Garment Services",7211,"Power Laundries, Family and Commercial",Information Technology,XLK
I,Services,72,Personal Services,721,"Laundry, Cleaning, And Garment Services",7212,"Garment Pressing, and Agents for Laundries and Drycleaners",Information Technology,XLK
I,Services,72,Personal Services,721,"Laundry, Cleaning, And Garment Services",7213,Linen Supply,Information Technology,XLK
I,Services,72,Personal Services,721,"Laundry, Cleaning, And Garment Services",7215,Coin-Operated Laundries and Drycleaning,Information Technology,XLK
I,Services,72,Personal Services,721,"Laundry, Cleaning, And Garment Services",7216,"Drycleaning Plants, Except Rug Cleaning",Information Technology,XLK
I,Services,72,Personal Services,721,"Laundry, Cleaning, And Garment Services",7217,Carpet and Upholstery Cleaning,Information Technology,XLK
I,Services,72,Personal Services,721,"Laundry, Cleaning, And Garment Services",7218,Industrial Launderers,Information Technology,XLK
I,Services,72,Personal Services,721,"Laundry, Cleaning, And Garment Services",7219,"Laundry and Garment Services, Not Elsewhere Classified",Information Technology,XLK
I,Services,72,Personal Services,722,"Photographic Studios, Portrait",7221,"Photographic Studios, Portrait",Information Technology,XLK
I,Services,72,Personal Services,723,Beauty Shops,7231,Beauty Shops,Information Technology,XLK
I,Services,72,Personal Services,724,Barber Shops,7241,Barber Shops,Information Technology,XLK
I,Services,72,Personal Services,725,Shoe Repair Shops And Shoeshine Parlors,7251,Shoe Repair Shops and Shoeshine Parlors,Information Technology,XLK
I,Services,72,Personal Services,726,Funeral Service And Crematories,7261,Funeral Service and Crematories,Information Technology,XLK
I,Services,72,Personal Services,729,Miscellaneous Personal Services,7291,Tax Return Preparation Services,Information Technology,XLK
I,Services,72,Personal Services,729,Miscellaneous Personal Services,7299,"Miscellaneous Personal Services, Not Elsewhere Classified",Information Technology,XLK
I,Services,73,Business Services,731,Advertising,7311,Advertising Agencies,Information Technology,XLK
I,Services,73,Business Services,731,Advertising,7312,Outdoor Advertising Services,Information Technology,XLK
I,Services,73,Business Services,731,Advertising,7313,"Radio, Television, and Publishers' Advertising Representatives",Information Technology,XLK
I,Services,73,Business Services,731,Advertising,7319,"Advertising, Not Elsewhere Classified",Information Technology,XLK
I,Services,73,Business Services,732,"Consumer Credit Reporting Agencies, Mercantile",7322,Adjustment and Collection Services,Information Technology,XLK
I,Services,73,Business Services,732,"Consumer Credit Reporting Agencies, Mercantile",7323,Credit Reporting Services,Information Technology,XLK
I,Services,73,Business Services,733,"Mailing, Reproduction, Commercial Art And Photography, and Stenographic Services",7331,Direct Mail Advertising Services,Information Technology,XLK
I,Services,73,Business Services,733,"Mailing, Reproduction, Commercial Art And Photography, and Stenographic Services",7334,Photocopying and Duplicating Services,Information Technology,XLK
I,Services,73,Business Services,733,"Mailing, Reproduction, Commercial Art And Photography, and Stenographic Services",7335,Commercial Photography,Information Technology,XLK
I,Services,73,Business Services,733,"Mailing, Reproduction, Commercial Art And Photography, and Stenographic Services",7336,Commercial Art and Graphic Design,Information Technology,XLK
I,Services,73,Business Services,733,"Mailing, Reproduction, Commercial Art And Photography, and Stenographic Services",7338,Secretarial and Court Reporting Services,Information Technology,XLK
I,Services,73,Business Services,734,Services To Dwellings And Other Buildings,7342,Disinfecting and Pest Control Services,Information Technology,XLK
I,Services,73,Business Services,734,Services To Dwellings And Other Buildings,7349,"Building Cleaning and Maintenance Services, Not Elsewhere",Information Technology,XLK
I,Services,73,Business Services,735,Miscellaneous Equipment Rental And Leasing,7352,Medical Equipment Rental and Leasing,Information Technology,XLK
I,Services,73,Business Services,735,Miscellaneous Equipment Rental And Leasing,7353,Heavy Construction Equipment Rental and Leasing,Information Technology,XLK
I,Services,73,Business Services,735,Miscellaneous Equipment Rental And Leasing,7359,"Equipment Rental and Leasing, Not Elsewhere Classified",Information Technology,XLK
I,Services,73,Business Services,736,Personnel Supply Services,7361,Employment Agencies,Information Technology,XLK
I,Services,73,Business Services,736,Personnel Supply Services,7363,Help Supply Services,Information Technology,XLK
I,Services,73,Business Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",7371,Computer Programming Services,Information Technology,XLK
I,Services,73,Business Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",7372,Prepackaged Software,Information Technology,XLK
I,Services,73,Business Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",7373,Computer Integrated Systems Design,Information Technology,XLK
I,Services,73,Business Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",7374,Computer Processing and Data Preparation and Processing Services,Information Technology,XLK
I,Services,73,Business Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",7375,Information Retrieval Services,Information Technology,XLK
I,Services,73,Business Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",7376,Computer Facilities Management Services,Information Technology,XLK
I,Services,73,Business Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",7377,Computer Rental and Leasing,Information Technology,XLK
I,Services,73,Business Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",7378,Computer Maintenance and Repair,Information Technology,XLK
I,Services,73,Business Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",7379,"Computer Related Services, Not Elsewhere Classified",Information Technology,XLK
I,Services,73,Business Services,738,Miscellaneous Business Services,7381,"Detective, Guard, and Armored Car Services",Information Technology,XLK
I,Services,73,Business Services,738,Miscellaneous Business Services,7382,Security Systems Services,Information Technology,XLK
I,Services,73,Business Services,738,Miscellaneous Business Services,7383,News Syndicates,Information Technology,XLK
I,Services,73,Business Services,738,Miscellaneous Business Services,7384,Photofinishing Laboratories,Information Technology,XLK
I,Services,73,Business Services,738,Miscellaneous Business Services,7389,"Business Services, Not Elsewhere Classified",Information Technology,XLK
I,Services,75,"Automotive Repair, Services, And Parking",751,"Automotive Rental And Leasing, Without Drivers",7513,"Truck Rental and Leasing, Without Drivers",Information Technology,XLK
I,Services,75,"Automotive Repair, Services, And Parking",751,"Automotive Rental And Leasing, Without Drivers",7514,Passenger Car Rental,Information Technology,XLK
I,Services,75,"Automotive Repair, Services, And Parking",751,"Automotive Rental And Leasing, Without Drivers",7515,Passenger Car Leasing,Information Technology,XLK
I,Services,75,"Automotive Repair, Services, And Parking",751,"Automotive Rental And Leasing, Without Drivers",7519,Utility Trailer and Recreational Vehicle Rental,Information Technology,XLK
I,Services,75,"Automotive Repair, Services, And Parking",752,Automobile Parking,7521,Automobile Parking,Information Technology,XLK
I,Services,75,"Automotive Repair, Services, And Parking",753,Automotive Repair Shops,7532,"Top, Body, and Upholstery Repair Shops and Paint Shops",Information Technology,XLK
I,Services,75,"Automotive Repair, Services, And Parking",753,Automotive Repair Shops,7533,Automotive Exhaust System Repair Shops,Information Technology,XLK
I,Services,75,"Automotive Repair, Services, And Parking",753,Automotive Repair Shops,7534,Tire Retreading and Repair Shops,Information Technology,XLK
I,Services,75,"Automotive Repair, Services, And Parking",753,Automotive Repair Shops,7536,Automotive Glass Replacement Shops,Information Technology,XLK
I,Services,75,"Automotive Repair, Services, And Parking",753,Automotive Repair Shops,7537,Automotive Transmission Repair Shops,Information Technology,XLK
I,Services,75,"Automotive Repair, Services, And Parking",753,Automotive Repair Shops,7538,General Automotive Repair Shops,Information Technology,XLK
I,Services,75,"Automotive Repair, Services, And Parking",753,Automotive Repair Shops,7539,"Automotive Repair Shops, Not Elsewhere Classified",Information Technology,XLK
I,Services,75,"Automotive Repair, Services, And Parking",754,"Automotive Services, Except Repair",7542,Carwashes,Information Technology,XLK
I,Services,75,"Automotive Repair, Services, And Parking",754,"Automotive Services, Except Repair",7549,"Automotive Services, Except Repair and Carwashes",Information Technology,XLK
I,Services,76,Miscellaneous Repair Services,762,Electrical Repair Shops,7622,Radio and Television Repair Shops,Information Technology,XLK
I,Services,76,Miscellaneous Repair Services,762,Electrical Repair Shops,7623,Refrigeration and Air-Conditioning Service and Repair Shops,Information Technology,XLK
I,Services,76,Miscellaneous Repair Services,762,Electrical Repair Shops,7629,"Electrical and Electronic Repair Shops, Not Elsewhere Classified",Information Technology,XLK
I,Services,76,Miscellaneous Repair Services,763,"Watch, Clock, And Jewelry Repair",7631,"Watch, Clock, and Jewelry Repair",Information Technology,XLK
I,Services,76,Miscellaneous Repair Services,764,Reupholstery And Furniture Repair,7641,Reupholstery and Furniture Repair,Information Technology,XLK
I,Services,76,Miscellaneous Repair Services,769,Miscellaneous Repair Shops And Related Services,7692,Welding Repair,Information Technology,XLK
I,Services,76,Miscellaneous Repair Services,769,Miscellaneous Repair Shops And Related Services,7694,Armature Rewinding Shops,Information Technology,XLK
I,Services,76,Miscellaneous Repair Services,769,Miscellaneous Repair Shops And Related Services,7699,"Repair Shops and Related Services, Not Elsewhere Classified",Information Technology,XLK
I,Services,78,Motion Pictures,781,Motion Picture Production And Allied Services,7812,Motion Picture and Video Tape Production,Information Technology,XLK
